#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,LAST NAME; FIRST,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,COMBINED GE PARTY TOTALS (NY; SC),COMBINED % (NY; SC),Notes (See Endnotes Tab)
711,Florida,FL,S,S6FL00269,,Bernard,Senter,Senter; Bernard,,W,,,,,16,3.34E-06,,,,,
712,Florida,FL,S,,,,,,Senate Votes:,,960654,,,,4793534,,,,,,
713,Florida,FL,1,H2FL01100,(I),Jeff,Miller,Miller; Jeff,,REP,Unopposed,,,,135786,0.685351746,,,,,
714,Florida,FL,1,H6FL01077,,Joe,Roberts,Roberts; Joe,,DEM,Unopposed,,,,62340,0.314648254,,,,,
715,Florida,FL,1,,,,,,District Votes:,,,,,,198126,,,,,,
716,Florida,FL,2,H6FL00046,(I),Allen,Boyd,Boyd; Allen,,DEM,Unopposed,,,,Unopposed,,,,,,
717,Florida,FL,2,,,,,,District Votes:,,,,,,,,,,,,
718,Florida,FL,3,H2FL03056,(I),Corrine,Brown,Brown; Corrine,,DEM,Unopposed,,,,Unopposed,,,,,,
719,Florida,FL,3,,,,,,District Votes:,,,,,,,,,,,,
720,Florida,FL,4,H0FL04066,(I),Ander,Crenshaw,Crenshaw; Ander,,REP,Unopposed,,,,141759,0.696676315,,,,,
721,Florida,FL,4,H6FL04071,,Robert J. ,Harms,Harms; Robert J. ,,DEM,Unopposed,,,,61704,0.303245052,,,,,
722,Florida,FL,4,H6FL04089,,John,Blade,Blade; John,,W,,,,,16,7.86E-05,,,,,
723,Florida,FL,4,,,,,,District Votes:,,,,,,203479,,,,,,
724,Florida,FL,5,H2FL05127,(I),"Virginia ""Ginny""",Brown-Waite,"Brown-Waite; Virginia ""Ginny""",,REP,Unopposed,,,,162421,0.598500258,,,,,
725,Florida,FL,5,H4FL05032,,John T.,Russell,Russell; John T.,,DEM,20521,0.487956248,,,108959,0.401499742,,,,,
726,Florida,FL,5,H4FL05040,,Richard John,Penberthy,Penberthy; Richard John,,DEM,16393,0.389799073,,,,,,,,,
727,Florida,FL,5,H2FL05150,,"H. ""David""",Werder,"Werder; H. ""David""",,DEM,5141,0.12224468,,,,,,,,,
728,Florida,FL,5,,,,,,Party Votes:,DEM,42055,,,,,,,,,,
729,Florida,FL,5,,,,,,District Votes:,,42055,,,,271380,,,,,,
730,Florida,FL,6,H8FL06056,(I),Clifford (Cliff) B.,Stearns,Stearns; Clifford (Cliff) B.,,REP,Unopposed,,,,136601,0.598788405,,,,,
731,Florida,FL,6,H2FL06091,,David E.,Bruderly,Bruderly; David E.,,DEM,Unopposed,,,,91528,0.401211595,,,,,
732,Florida,FL,6,,,,,,District Votes:,,,,,,228129,,,,,,
733,Florida,FL,7,H2FL08055,(I),John L.,Mica,Mica; John L.,,REP,Unopposed,,,,149656,0.630821109,,,,,
734,Florida,FL,7,H6FL07090,,John F. ,Chagnon,Chagnon; John F. ,,DEM,Unopposed,,,,87584,0.369178891,,,,,
735,Florida,FL,7,,,,,,District Votes:,,,,,,237240,,,,,,
736,Florida,FL,8,H0FL08042,(I),Ric ,Keller,Keller; Ric ,,REP,30707,0.724768693,,,95258,0.527908936,,,,,
737,Florida,FL,8,H6FL08189,,Elizabeth ,Doran,Doran; Elizabeth ,,REP,11661,0.275231307,,,,,,,,,
738,Florida,FL,8,,,,,,Party Votes:,REP,42368,,,,,,,,,,
739,Florida,FL,8,H6FL08163,,Charlie,Stuart,Stuart; Charlie,,DEM,12728,0.47725824,,,82526,0.457349649,,,,,
740,Florida,FL,8,H6FL08213,,Alan ,Grayson,Grayson; Alan ,,DEM,9691,0.363380704,,,,,,,,,
741,Florida,FL,8,H6FL08171,,Homer ,Hartage,Hartage; Homer ,,DEM,4250,0.159361056,,,,,,,,,
742,Florida,FL,8,,,,,,Party Votes:,DEM,26669,,,,,,,,,,
743,Florida,FL,8,H6FL08205,,Wes ,Hoaglund,Hoaglund; Wes ,,IND,,,,,2640,0.014630578,,,,,
744,Florida,FL,8,H6FL08221,,D.J. ,Mauro,Mauro; D.J. ,,W,,,,,17,9.42E-05,,,,,
745,Florida,FL,8,H6FL08239,,Larry ,Sapp,Sapp; Larry ,,W,,,,,3,1.66E-05,,,,,
746,Florida,FL,8,,,,,,District Votes:,,69037,,,,180444,,,,,,
747,Florida,FL,9,H6FL09070,,Gus Michael,Bilirakis,Bilirakis; Gus Michael,,REP,40603,0.819964457,,,123016,0.559130597,,,,,
748,Florida,FL,9,H6FL09104,,David Domenic,Langheier,Langheier; David Domenic,,REP,8915,0.180035543,,,,,,,,,
749,Florida,FL,9,,,,,,Party Votes:,REP,49518,,,,,,,,,,
750,Florida,FL,9,H6FL09138,,Phyllis ,Busansky,Busansky; Phyllis ,,DEM,Unopposed,,,,96978,0.440783045,,,,,
751,Florida,FL,9,H2FL09095,,Andrew ,Pasayan,Pasayan; Andrew ,,W,,,,,19,8.64E-05,,,,,
752,Florida,FL,9,,,,,,District Votes:,,49518,,,,220013,,,,,,
753,Florida,FL,10,H6FL06035,(I),C.W. Bill,Young,Young; C.W. Bill,,REP,Unopposed,,,,131488,0.659269473,,,,,
754,Florida,FL,10,H6FL10102,,Samm,Simpson,Simpson; Samm,,DEM,Unopposed,,,,67950,0.34069543,,,,,
755,Florida,FL,10,H6FL10110,,Salvatore A.,Fiorella,Fiorella; Salvatore A.,,W,,,,,7,3.51E-05,,,,,
756,Florida,FL,10,,,,,,District Votes:,,,,,,199445,,,,,,
757,Florida,FL,11,H6FL11126,,Kathy ,Castor,Castor; Kathy ,,DEM,21310,0.539575632,,,97470,0.696502837,,,,,
758,Florida,FL,11,H6FL11100,,"Lesley ""Les""",Miller,"Miller; Lesley ""Les""",,DEM,13474,0.341165747,,,,,,,,,
759,Florida,FL,11,H6FL11118,,Scott ,Farrell,Farrell; Scott ,,DEM,1721,0.043576239,,,,,,,,,
760,Florida,FL,11,H6FL11159,,Al ,Fox,Fox; Al ,,DEM,1653,0.041854459,,,,,,,,,
761,Florida,FL,11,H6FL11142,,Michael A. ,Steinberg,Steinberg; Michael A. ,,DEM,1336,0.033827923,,,,,,,,,
762,Florida,FL,11,,,,,,Party Votes:,DEM,39494,,,,,,,,,,
763,Florida,FL,11,H6FL11175,,Eddie ; Jr.,Adams,Adams; Eddie ; Jr.,,REP,Unopposed,,,,42454,0.303368538,,,,,
764,Florida,FL,11,H6FL11167,,Jim ,Greenwald,Greenwald; Jim ,,W,,,,,13,9.29E-05,,,,,
765,Florida,FL,11,H6FL11191,,R. J. ,Spencer,Spencer; R. J. ,,W,,,,,5,3.57E-05,,,,,
766,Florida,FL,11,,,,,,District Votes:,,39494,,,,139942,,,,,,
767,Florida,FL,12,H0FL12051,(I),Adam H. ,Putnam,Putnam; Adam H. ,,REP,Unopposed,,,,124452,0.691154256,,,,,
768,Florida,FL,12,H6FL12157,,Joe ,Viscusi,Viscusi; Joe ,,IND,,,,,34976,0.194242047,,,,,
769,Florida,FL,12,H6FL12165,,Ed ,Bowlin,Bowlin; Ed ,,IND,,,,,20636,0.114603696,,,,,
770,Florida,FL,12,,,,,,District Votes:,,,,,,180064,,,,,,
771,Florida,FL,13,H6FL13148,,Vern ,Buchanan,Buchanan; Vern ,,REP,20918,0.323337558,,,119309,0.5007744,,,,,
772,Florida,FL,13,H6FL13122,,Nancy Carroll,Detert,Detert; Nancy Carroll,,REP,15804,0.244288497,,,,,,,,,
773,Florida,FL,13,H6FL13114,,Tramm ,Hudson,Hudson; Tramm ,,REP,15535,0.24013046,,,,,,,,,
774,Florida,FL,13,H6FL13171,,Mark G. ,Flanagan,Flanagan; Mark G. ,,REP,6465,0.099931988,,,,,,,,,
775,Florida,FL,13,H6FL13155,,Donna ,Clarke,Clarke; Donna ,,REP,5972,0.092311497,,,,,,,,,
776,Florida,FL,13,,,,,,Party Votes:,REP,64694,,,,,,,,,,
777,Florida,FL,13,H4FL13069,,Christine,Jennings,Jennings; Christine,,DEM,23768,0.617880261,,,118940,0.4992256,,,,,
778,Florida,FL,13,H2FL13139,,Jan,Schneider,Schneider; Jan,,DEM,14699,0.382119739,,,,,,,,,
779,Florida,FL,13,,,,,,Party Votes:,DEM,38467,,,,,,,,,,
780,Florida,FL,13,,,,,,District Votes:,,103161,,,,238249,,,,,,
781,Florida,FL,14,H4FL14059,(I),Connie,Mack,Mack; Connie,,REP,Unopposed,,,,151615,0.643693826,,,,,
782,Florida,FL,14,H4FL14091,,Robert M.,Neeld,Neeld; Robert M.,,DEM,Unopposed,,,,83920,0.356289192,,,,,
783,Florida,FL,14,H6FL14088,,Richard ,Grayson,Grayson; Richard ,,W,,,,,3,1.27E-05,,,,,
784,Florida,FL,14,H6FL14096,,Dan ,,Dan ,,W,,,,,1,4.25E-06,,,,,
785,Florida,FL,14,,,,,,District Votes:,,,,,,235539,,,,,,
786,Florida,FL,15,H4FL15114,(I),Dave,Weldon,Weldon; Dave,,REP,Unopposed,,,,125965,0.562848806,,,,,
787,Florida,FL,15,H6FL15135,,Bob,Bowman,Bowman; Bob,,DEM,14965,0.544478807,,,97834,0.437151194,,,,,
788,Florida,FL,15,H6FL15143,,John M. ,Kennedy,Kennedy; John M. ,,DEM,12520,0.455521193,,,,,,,,,
789,Florida,FL,15,,,,,,Party Votes:,DEM,27485,,,,,,,,,,
790,Florida,FL,15,,,,,,District Votes:,,27485,,,,223799,,,,,,
791,Florida,FL,16,H6FL16059,,Tim ,Mahoney,Mahoney; Tim ,,DEM,Unopposed,,,,115832,0.495489214,,,,,
792,Florida,FL,16,H4FL16021,(I),Mark,Foley,Foley; Mark,,REP*,Unopposed,,,,,,,,,,4
793,Florida,FL,16,H4FL16104,,Joe,Negron,Negron; Joe,,REP,*,,,,111415,0.476594816,,,,,4
794,Florida,FL,16,H6FL16075,,Emmie,Ross,Ross; Emmie,,IND,,,,,6526,0.02791597,,,,,
795,Florida,FL,16,,,,,,District Votes:,,,,,,233773,,,,,,
796,Florida,FL,17,H2FL17056,(I),Kendrick B.,Meek,Meek; Kendrick B.,,DEM,32426,0.893869225,,,90663,0.999746378,,,,,
797,Florida,FL,17,H6FL17032,,Dufirstson ,Neree,Neree; Dufirstson ,,DEM,3850,0.106130775,,,,,,,,,
798,Florida,FL,17,,,,,,Party Votes:,DEM,36276,,,,,,,,,,
799,Florida,FL,17,H6FL17057,,Eric ,Simpson,Simpson; Eric ,,W,,,,,23,0.000253622,,,,,
800,Florida,FL,17,,,,,,District Votes:,,36276,,,,90686,,,,,,
801,Florida,FL,18,H0FL18025,(I),Ileana,Ros-Lehtinen,Ros-Lehtinen; Ileana,,REP,Unopposed,,,,79631,0.62147629,,,,,
802,Florida,FL,18,H4FL18027,,"David ""Big Dave""",Patlak,"Patlak; David ""Big Dave""",,DEM,Unopposed,,,,48499,0.378508101,,,,,
803,Florida,FL,18,H6FL18030,,Margaret ,Trowe,Trowe; Margaret ,,W,,,,,2,1.56E-05,,,,,
804,Florida,FL,18,,,,,,District Votes:,,,,,,128132,,,,,,
805,Florida,FL,19,H6FL19038,(I),Robert ,Wexler,Wexler; Robert ,,DEM,Unopposed,,,,Unopposed,,,,,,
806,Florida,FL,19,,,,,,District Votes:,,,,,,,,,,,,
807,Florida,FL,20,H4FL20023,(I),Debbie ,Wasserman Schultz,Wasserman Schultz; Debbie ,,DEM,Unopposed,,,,Unopposed,,,,,,
808,Florida,FL,20,,,,,,District Votes:,,,,,,,,,,,,
809,Florida,FL,21,H2FL19037,(I),Lincoln,Diaz-Balart,Diaz-Balart; Lincoln,,REP,Unopposed,,,,66784,0.594661015,,,,,
810,Florida,FL,21,H4FL21047,,Frank J.,Gonzalez,Gonzalez; Frank J.,,DEM,Unopposed,,,,45522,0.405338985,,,,,
811,Florida,FL,21,,,,,,District Votes:,,,,,,112306,,,,,,
812,Florida,FL,22,H6FL22040,,Ron ,Klein,Klein; Ron ,,DEM,Unopposed,,,,108688,0.508827041,,,,,
813,Florida,FL,22,H0FL12010,(I),E. Clay ,Shaw,Shaw; E. Clay ,,REP,Unopposed,,,,100663,0.471257695,,,,,
814,Florida,FL,22,H6FL22065,,Neil ,Evangelista,Evangelista; Neil ,,IND,,,,,4254,0.019915264,,,,,
815,Florida,FL,22,,,,,,District Votes:,,,,,,213605,,,,,,
816,Florida,FL,23,H2FL23021,(I),Alcee L. ,Hastings,Hastings; Alcee L. ,,DEM,Unopposed,,,,Unopposed,,,,,,
817,Florida,FL,23,,,,,,District Votes:,,,,,,,,,,,,
818,Florida,FL,24,H2FL00250,(I),Tom,Feeney,Feeney; Tom,,REP,Unopposed,,,,123795,0.579407277,,,,,
819,Florida,FL,24,H6FL24020,,Clint ,Curtis,Curtis; Clint ,,DEM,15464,0.611708861,,,89863,0.420592723,,,,,
820,Florida,FL,24,H6FL24012,,"""Dr. Andy""",Michaud,"Michaud; ""Dr. Andy""",,DEM,9816,0.388291139,,,,,,,,,
821,Florida,FL,24,,,,,,Party Votes:,DEM,25280,,,,,,,,,,
822,Florida,FL,24,,,,,,District Votes:,,25280,,,,213658,,,,,,
823,Florida,FL,25,H2FL25018,(I),Mario,Diaz-Balart,Diaz-Balart; Mario,,REP,Unopposed,,,,60765,0.584655499,,,,,
824,Florida,FL,25,H6FL18022,,Michael,Calderin,Calderin; Michael,,DEM,Unopposed,,,,43168,0.415344501,,,,,
825,Florida,FL,25,,,,,,District Votes:,,,,,,103933,,,,,,
826,Florida,FL,H,,,,,,House Votes:,,392306,,,,3851942,,,,,,
827,Georgia,GA,1,H2GA01157,(I),Jack ,Kingston,Kingston; Jack ,,REP,27043,1,,,94961,0.685000974,,,,,
828,Georgia,GA,1,,,,,,Party Votes:,REP,27043,,,,,,,,,,
829,Georgia,GA,1,H6GA00028,,Jim ,Nelson,Nelson; Jim ,,DEM ,20722,1,,,43668,0.314999026,,,,,
830,Georgia,GA,1,,,,,,Party Votes:,DEM ,20722,,,,,,,,,,
831,Georgia,GA,1,,,,,,District Votes:,,47765,,,,138629,,,,,,5
832,Georgia,GA,2,H2GA02031,(I),Sanford ,Bishop,Bishop; Sanford ,,DEM,46059,1,,,88662,0.678731369,,,,,
833,Georgia,GA,2,,,,,,Party Votes:,DEM,46059,,,,,,,,,,
834,Georgia,GA,2,H6GA02107,,Bradley C.,Hughes,Hughes; Bradley C.,,REP,11755,1,,,41967,0.321268631,,,,,
835,Georgia,GA,2,,,,,,Party Votes:,REP,11755,,,,,,,,,,
836,Georgia,GA,2,,,,,,District Votes:,,57814,,,,130629,,,,,,5
837,Georgia,GA,3,H4GA08067,(I),Lynn ,Westmoreland,Westmoreland; Lynn ,,REP,39572,1,,,130428,0.676497285,,,,,
838,Georgia,GA,3,,,,,,Party Votes:,REP,39572,,,,,,,,,,
839,Georgia,GA,3,H6GA03071,,Mike,McGraw,McGraw; Mike,,DEM,24197,1,,,62371,0.323502715,,,,,
840,Georgia,GA,3,,,,,,Party Votes:,DEM,24197,,,,,,,,,,
841,Georgia,GA,3,,,,,,District Votes:,,63769,,,,192799,,,,,,5
842,Georgia,GA,4,H6GA04129,,"Henry C. ""Hank;"" Jr.",Johnson,"Johnson; Henry C. ""Hank;"" Jr.",,DEM,27529,0.444030453,41281,0.588081942,106352,0.75323314,,,,,
843,Georgia,GA,4,H2GA11016,(I),Cynthia ,McKinney,McKinney; Cynthia ,,DEM,29216,0.471241008,28915,0.411918058,,,,,,,
844,Georgia,GA,4,H6GA04137,,John F.; III,Coyne,Coyne; John F.; III,,DEM,5253,0.08472854,,,,,,,,,
845,Georgia,GA,4,,,,,,Party Votes:,DEM,61998,,70196,,,,,,,,
846,Georgia,GA,4,H2GA04102,,Catherine,Davis,Davis; Catherine,,REP,8832,1,,,34778,0.246313583,,,,,
847,Georgia,GA,4,,,,,,Party Votes:,REP,8832,,,,,,,,,,
848,Georgia,GA,4,H6GA04145,,Loren,Collins,Collins; Loren,,W,,,,,64,0.000453277,,,,,
849,Georgia,GA,4,,,,,,District Votes:,,70830,,70196,,141194,,,,,,5
850,Georgia,GA,5,H6GA05217,(I),John,Lewis,Lewis; John,,DEM,49993,1,,,122380,0.999607933,,,,,
851,Georgia,GA,5,,,,,,Party Votes:,DEM,49993,,,,,,,,,,
852,Georgia,GA,5,H6GA05282,,Eleanor,Garcia,Garcia; Eleanor,,W,,,,,48,0.000392067,,,,,
853,Georgia,GA,5,,,,,,District Votes:,,49993,,,,122428,,,,,,5
854,Georgia,GA,6,H4GA06087,(I),Tom,Price,Price; Tom,,REP,47921,0.822776986,,,144958,0.723877914,,,,,
855,Georgia,GA,6,H6GA07122,,John ,Konop,Konop; John ,,REP,10322,0.177223014,,,,,,,,,
856,Georgia,GA,6,,,,,,Party Votes:,REP,58243,,,,,,,,,,
857,Georgia,GA,6,H6GA06108,,Steve ,Sinton,Sinton; Steve ,,DEM ,15989,1,,,55294,0.276122086,,,,,
858,Georgia,GA,6,,,,,,Party Votes:,DEM ,15989,,,,,,,,,,
859,Georgia,GA,6,,,,,,District Votes:,,74232,,,,200252,,,,,,5
860,Georgia,GA,7,H0GA04023,(I),John,Linder,Linder; John,,REP,40940,1,,,130561,0.709131299,,,,,
861,Georgia,GA,7,,,,,,Party Votes:,REP,40940,,,,,,,,,,
862,Georgia,GA,7,H6GA07130,,Allan ,Burns,Burns; Allan ,,DEM,15987,1,,,53553,0.290868701,,,,,
863,Georgia,GA,7,,,,,,Party Votes:,DEM,15987,,,,,,,,,,
864,Georgia,GA,7,,,,,,District Votes:,,56927,,,,184114,,,,,,5
865,Georgia,GA,8,H0GA08032,(I),Jim ,Marshall,Marshall; Jim ,,DEM,33133,1,,,80660,0.505489823,,,,,
866,Georgia,GA,8,,,,,,Party Votes:,DEM,33133,,,,,,,,,,
867,Georgia,GA,8,H2GA03070,,Mac ,Collins,Collins; Mac ,,REP,25065,0.81514846,,,78908,0.494510177,,,,,
868,Georgia,GA,8,H6GA08120,,James Neal,Harris,Harris; James Neal,,REP,5684,0.18485154,,,,,,,,,
869,Georgia,GA,8,,,,,,Party Votes:,REP,30749,,,,,,,,,,
870,Georgia,GA,8,,,,,,District Votes:,,63882,,,,159568,,,,,,5
871,Georgia,GA,9,H2GA09036,(I),Nathan ,Deal,Deal; Nathan ,,REP,47682,1,,,128685,0.766319688,,,,,
872,Georgia,GA,9,,,,,,Party Votes:,REP,47682,,,,,,,,,,
873,Georgia,GA,9,H6GA09201,,John D.,Bradbury,Bradbury; John D.,,DEM,10354,0.691557574,,,39240,0.233674357,,,,,
874,Georgia,GA,9,H6GA09219,,Bob,Longwith,Longwith; Bob,,DEM,4618,0.308442426,,,,,,,,,
875,Georgia,GA,9,,,,,,Party Votes:,DEM,14972,,,,,,,,,,
876,Georgia,GA,9,H6GA09227,,Brian Russell,Brown,Brown; Brian Russell,,W,,,,,1,5.96E-06,,,,,
877,Georgia,GA,9,,,,,,District Votes:,,62654,,,,167926,,,,,,5
878,Georgia,GA,10,H4GA10022,(I),Charlie,Norwood,Norwood; Charlie,,REP,30845,1,,,117721,0.673642226,,,,,
879,Georgia,GA,10,,,,,,Party Votes:,REP,30845,,,,,,,,,,
880,Georgia,GA,10,H6GA10142,,Terry ,Holley,Holley; Terry ,,DEM,23110,1,,,57032,0.326357774,,,,,
881,Georgia,GA,10,,,,,,Party Votes:,DEM,23110,,,,,,,,,,
882,Georgia,GA,10,,,,,,District Votes:,,53955,,,,174753,,,,,,5
883,Georgia,GA,11,H2GA11149,(I),Phil ,Gingrey,Gingrey; Phil ,,REP,30291,1,,,118524,0.710626664,,,,,
884,Georgia,GA,11,,,,,,Party Votes:,REP,30291,,,,,,,,,,
885,Georgia,GA,11,H6GA11041,,Patrick Samuel,Pillion,Pillion; Patrick Samuel,,DEM ,18881,1,,,48261,0.289355349,,,,,
886,Georgia,GA,11,,,,,,Party Votes:,DEM,18881,,,,,,,,,,
887,Georgia,GA,11,H6GA11058,,William,Satterwhite,Satterwhite; William,,W,,,,,3,1.80E-05,,,,,
888,Georgia,GA,11,,,,,,District Votes:,,49172,,,,166788,,,,,,5
889,Georgia,GA,12,H4GA12010,(I),John ,Barrow,Barrow; John ,,DEM,26257,1,,,71651,0.503032899,,,,,
890,Georgia,GA,12,,,,,,Party Votes:,DEM,26257,,,,,,,,,,
891,Georgia,GA,12,H2GA12097,,Max,Burns,Burns; Max,,REP,14540,1,,,70787,0.496967101,,,,,
892,Georgia,GA,12,,,,,,Party Votes:,REP,14540,,,,,,,,,,
893,Georgia,GA,12,,,,,,District Votes:,,40797,,,,142438,,,,,,5
894,Georgia,GA,13,H2GA13012,(I),David ,Scott,Scott; David ,,DEM,29179,0.673320103,,,103019,0.692383173,,,,,
895,Georgia,GA,13,H2GA13020,,Donzella,James,James; Donzella,,DEM,14157,0.326679897,,,,,,,,,
896,Georgia,GA,13,,,,,,Party Votes:,DEM,43336,,,,,,,,,,
897,Georgia,GA,13,H6GA13013,,Deborah Travis,Honeycutt,Honeycutt; Deborah Travis,,REP,13712,1,,,45770,0.307616827,,,,,
898,Georgia,GA,13,,,,,,Party Votes:,REP,13712,,,,,,,,,,
899,Georgia,GA,13,,,,,,District Votes:,,57048,,,,148789,,,,,,5
900,Georgia,GA,H,,,,,,House Votes:,,748838,,70196,,2070307,,,,,,5
901,Guam,GU,0,H2GU00033,(I),Madeleine Z.,Bordallo,Bordallo; Madeleine Z.,,DEM,20194,0.986854322,,,32677,0.964549265,,,,,
902,Guam,GU,0,,,,Scattered,Scattered,,W(DEM),269,0.013145678,,,,,,,,,
903,Guam,GU,0,,,,,,Party Votes:,DEM,20463,,,,,,,,,,
904,Guam,GU,0,,,,Scattered,Scattered,,W(REP),246,1,,,,,,,,,
905,Guam,GU,0,,,,,,Party Votes:,REP,246,,,,,,,,,,
906,Guam,GU,0,,,,Scattered,Scattered,,W,,,,,1201,0.035450735,,,,,
907,Guam,GU,0,,,,,,District Votes:,,20709,,,,33878,,,,,,
908,Guam,GU,H,,,,,,House Votes:,,20709,,,,33878,,,,,,
909,Hawaii,HI,S,S0HI00084,(I),Daniel K. ,Akaka,Akaka; Daniel K. ,,DEM,129158,0.546536279,,,210330,0.613489596,,,,,
910,Hawaii,HI,S,S6HI00180,,Ed ,Case,Case; Ed ,,DEM,107163,0.453463721,,,,,,,,,
911,Hawaii,HI,S,,,,,,Party Votes:,DEM,236321,,,,,,,,,,
912,Hawaii,HI,S,S6HI00255,,Cynthia,Thielen,Thielen; Cynthia,,REP,*,,,,126097,0.367799161,,,,,6
913,Hawaii,HI,S,S6HI00198,,Jerry,Coffee,Coffee; Jerry,,REP,10139,0.410087365,,,,,,,,,6
914,Hawaii,HI,S,S6HI00206,,Mark,Beatty,Beatty; Mark,,REP,6057,0.24498463,,,,,,,,,
915,Hawaii,HI,S,S6HI00214,,Chas. (Akacase),Collins,Collins; Chas. (Akacase),,REP,3146,0.127244782,,,,,,,,,
916,Hawaii,HI,S,S8HI00103,,Jay ,Friedheim,Friedheim; Jay ,,REP,2299,0.092986572,,,,,,,,,
917,Hawaii,HI,S,S6HI00230,,Steve ,Tataii,Tataii; Steve ,,REP,1601,0.064754894,,,,,,,,,
918,Hawaii,HI,S,S6HI00222,,Edward (Eddie),Pirkowski,Pirkowski; Edward (Eddie),,REP,1482,0.059941757,,,,,,,,,
919,Hawaii,HI,S,,,,,,Party Votes:,REP,24724,,,,,,,,,,
920,Hawaii,HI,S,S8HI00152,,Lloyd Jeffrey,Mallan,Mallan; Lloyd Jeffrey,,LBT,211,1,,,6415,0.018711243,,,,,
921,Hawaii,HI,S,,,,,,Party Votes:,LBT,211,,,,,,,,,,
922,Hawaii,HI,S,S6HI00248,,C. Kaui Jochanan,Amsterdam,Amsterdam; C. Kaui Jochanan,,N,168,1,,,,,,,,,
923,Hawaii,HI,S,,,,,,Party Votes:,N,168,,,,,,,,,,
924,Hawaii,HI,S,,,,,,Senate Votes:,,261424,,,,342842,,,,,,
925,Hawaii,HI,1,H0HI01058,(I),Neil ,Abercrombie,Abercrombie; Neil ,,DEM,82169,0.791334412,,,112904,0.693539074,,,,,
926,Hawaii,HI,1,H4HI01068,,Alexandra ,Kaan,Kaan; Alexandra ,,DEM,21667,0.208665588,,,,,,,,,
927,Hawaii,HI,1,,,,,,Party Votes:,DEM,103836,,,,,,,,,,
928,Hawaii,HI,1,H6HI02301,,Richard (Noah),Hough,Hough; Richard (Noah),,REP,5652,0.574857608,,,49890,0.306460926,,,,,
929,Hawaii,HI,1,H2HI01070,,Mark,Terry,Terry; Mark,,REP,4180,0.425142392,,,,,,,,,
930,Hawaii,HI,1,,,,,,Party Votes:,REP,9832,,,,,,,,,,
931,Hawaii,HI,1,,,,,,District Votes:,,113668,,,,162794,,,,,,
932,Hawaii,HI,2,H6HI02251,,Mazie K.,Hirono,Hirono; Mazie K.,,DEM,24487,0.218370714,,,106906,0.610368256,,,,,
933,Hawaii,HI,2,H2HI02110,,Colleen ,Hanabusa,Hanabusa; Colleen ,,DEM,23643,0.210844072,,,,,,,,,
934,Hawaii,HI,2,H0HI01058,,Matt,Matsunaga,Matsunaga; Matt,,DEM,16001,0.142694074,,,,,,,,,
935,Hawaii,HI,2,H6HI02319,,Clayton,Hee,Hee; Clayton,,DEM,12649,0.112801534,,,,,,,,,
936,Hawaii,HI,2,H6HI02269,,Gary L.,Hooser,Hooser; Gary L.,,DEM,10730,0.095688233,,,,,,,,,
937,Hawaii,HI,2,H6HI02244 ,,Brian,Schatz,Schatz; Brian,,DEM,8254,0.073607705,,,,,,,,,
938,Hawaii,HI,2,H6HI02301,,Ron,Menor,Menor; Ron,,DEM,8030,0.071610113,,,,,,,,,
939,Hawaii,HI,2,H6HI02327,,Nestor R.,Garcia,Garcia; Nestor R.,,DEM,4479,0.039942926,,,,,,,,,
940,Hawaii,HI,2,H6HI02335,,Hanalei Y. ,Aipoalani,Aipoalani; Hanalei Y. ,,DEM,2688,0.023971106,,,,,,,,,
941,Hawaii,HI,2,H6HI02376,,Joe,Zuiker,Zuiker; Joe,,DEM,1174,0.010469523,,,,,,,,,
942,Hawaii,HI,2,,,,,,Party Votes:,DEM,112135,,,,,,,,,,
943,Hawaii,HI,2,H6HI02285,,Bob,Hogue,Hogue; Bob,,REP,8420,0.505827226,,,68244,0.389631744,,,,,
944,Hawaii,HI,2,H8HI01127,,Quentin Kuhio ,Kawananakoa,Kawananakoa; Quentin Kuhio ,,REP,8226,0.494172774,,,,,,,,,
945,Hawaii,HI,2,,,,,,Party Votes:,REP,16646,,,,,,,,,,
946,Hawaii,HI,2,H6HI02368,,Robert K.; IV,Wilcox,Wilcox; Robert K.; IV,,N,101,1,,,,,,,,,
947,Hawaii,HI,2,,,,,,Party Votes:,N,101,,,,,,,,,,
948,Hawaii,HI,2,,,,,,District Votes:,,128882,,,,175150,,,,,,
949,Hawaii,HI,H,,,,,,House Votes:,,242550,,,,337944,,,,,,
950,Idaho,ID,1,H6ID01177,,Bill,Sali,Sali; Bill,,REP,18985,0.258186912,,,115843,0.499379241,,,,,
951,Idaho,ID,1,H6ID01193,,Robert,Vasquez,Vasquez; Robert,,REP,13624,0.185279878,,,,,,,,,
952,Idaho,ID,1,H6ID01144,,Sheila,Sorensen,Sorensen; Sheila,,REP,13472,0.183212751,,,,,,,,,
953,Idaho,ID,1,H6ID01169,,Keith,Johnson,Johnson; Keith,,REP,13186,0.179323288,,,,,,,,,
954,Idaho,ID,1,H6ID01136,,"Norman M. ""Norm""",Semanko,"Semanko; Norman M. ""Norm""",,REP,7976,0.108469782,,,,,,,,,
