name,State,District,CD_Name,year,MedianAge,Male,White,Black,Hispanic,ForeignBorn,Married,HSGrad,BachGrad,MedianIncome,Poverty,MedianEarningsHS,MedianEarningsBach,MedEarnDiff,Urbanicity,LFPR,Religiosity,Evangelical,Catholic,Veteran,Cluster,GOP_Candidate,GOP_Incumbent,GOP_Result,Dem_Candidate,Dem_Incumbent,Dem_Result,Total_Receipts_GOP,Total_Disbursement_GOP,COH_Ending_GOP,COH_Beginning_GOP,Debt_Owed_By_Committee_GOP,Individual_Itemized_Contribution_GOP,Individual_Unitemized_Contribution_GOP,Individual_Contribution_GOP,Other_Committee_Contribution_GOP,Party_Committee_Contribution_GOP,Total_Contribution_GOP,Transfer_From_Other_Authorized_Committee_GOP,Total_Loan_GOP,Offset_To_Operating_Expenditure_GOP,Other_Receipts_GOP,Operating_Expenditure_GOP,Transfer_To_Other_Authorized_Committee_GOP,Total_Loan_Repayment_GOP,Total_Contribution_Refund_GOP,Other_Disbursements_GOP,Net_Contribution_GOP,Net_Operating_Expenditure_GOP,Prct_Receipts_From_Ind_Contr_GOP,Prct_Receipts_From_Committee_GOP,Burn_Rate_GOP,Total_Receipts_Dem,Total_Disbursement_Dem,COH_Ending_Dem,COH_Beginning_Dem,Debt_Owed_By_Committee_Dem,Individual_Itemized_Contribution_Dem,Individual_Unitemized_Contribution_Dem,Individual_Contribution_Dem,Other_Committee_Contribution_Dem,Party_Committee_Contribution_Dem,Total_Contribution_Dem,Transfer_From_Other_Authorized_Committee_Dem,Total_Loan_Dem,Offset_To_Operating_Expenditure_Dem,Other_Receipts_Dem,Operating_Expenditure_Dem,Transfer_To_Other_Authorized_Committee_Dem,Total_Loan_Repayment_Dem,Total_Contribution_Refund_Dem,Other_Disbursements_Dem,Net_Contribution_Dem,Net_Operating_Expenditure_Dem,Prct_Receipts_From_Ind_Contr_Dem,Prct_Receipts_From_Committee_Dem,Burn_Rate_Dem,Prct_Total_Receipts_GOP,Prct_Total_Disbursement_GOP,Prct_COH_GOP,Prct_Individual_Contribution_GOP,Prct_Committee_Contribution_GOP,Total_Receipts_Diff_GOP,Total_Disbursement_Diff_GOP,COH_Adv_GOP,Individual_Contribution_Adv_GOP,Committee_Contribution_Adv_GOP,dccc_dem_support,dccc_dem_oppose,dccc_gop_support,dccc_gop_oppose,dccc_indicator,nrcc_dem_support,nrcc_dem_oppose,nrcc_gop_support,nrcc_gop_oppose,nrcc_indicator,hmp_dem_support,hmp_dem_oppose,hmp_gop_support,hmp_gop_oppose,hmp_indicator,clf_dem_support,clf_dem_oppose,clf_gop_support,clf_gop_oppose,clf_indicator,PVI,AdjPVI,President,President_Time,House,House_Time,CD_Time_Indicator,Midterm,GOP_Polling,Dem_Polling,Gap_Polling,AvgPollsterRating_Polling,NumberOfPolls,GOP_GenericBallot,Dem_GenericBallot,Gap_GenericBallot,Pres_Approval,Pres_Disapproval,Pres_NetApproval,winner
CA22_2016,CA,22,CA22,2016,33.1,49.3435471071254,42.2282048573541,3.28757854587707,48.3966791616825,18.1782421399035,47.9582803664189,22.8903968123817,23.9753925796572,24883,20.8835441633378,27748,54253,26505,92.01609651,73.6,46.81,12.876,27.531,6.26167465280598,"2",Devin G. Nunes,1,67.57,Louie J. Campos,0,32.43,2463359.88,1372432.87,3177900.27,2086973.26,0.0,652820.43,25038.01,677858.44,1623714.4,2500.0,2304072.84,154163.64,0.0,300.0,4823.4,873149.79,0.0,0.0,3825.0,495458.08,2300247.84,872849.79,27.517637414797875,65.91462389165808,35.779640857812254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,2463359.88,1372432.87,3177900.27,677858.44,1623714.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,9.990820838,8.713613400779993,D,-8,R,6,1,0,NA,NA,NA,NA,0,45.03020454385814,46.30741198107815,-1.2772074372200066,52.24266879869627,44.76620948716126,7.4764593115350095,1
CA22_2018,CA,22,CA22,2018,33.1,49.3435471071254,42.2282048573541,3.28757854587707,48.3966791616825,18.1782421399035,47.9582803664189,22.8903968123817,23.9753925796572,24883,20.8835441633378,27748,54253,26505,92.01609651,73.6,46.81,12.876,27.531,6.26167465280598,"2",Devin Nunes,1,NA,Andrew Janz,0,NA,7428862.65,4497877.51,6108585.41,3177900.27,0.0,2665653.71,3437802.41,6103456.12,1220617.31,0.0,7324073.43,94341.09,0.0,0.0,10448.13,3916378.53,105000.0,0.0,49248.98,427250.0,7274824.45,3916378.53,82.15868845010884,16.430742732873114,37.71254718103961,2872385.87,1748230.14,1124155.73,0.0,0.0,1197576.13,1622207.18,2819783.31,52420.5,0.0,2872203.81,0.0,0.0,182.06,0.0,1717481.25,0.0,0.0,24228.89,6520.0,2847974.92,1717299.19,98.16868058886531,1.8249811262300912,37.83543441429577,72.1161385008504,72.01088681204526,84.45740407073382,68.39955565329933,95.88225113282378,4556476.78,2749647.37,4984429.68,3283672.81,1168196.81,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.908073042,-0.34432661617406346,R,2,R,8,1,1,54.468319028133116,42.090942589294094,12.377376438839022,3.0,2,41.27666806954158,49.52906772771564,-8.252399658174063,43.78464103634852,52.66214948750293,-8.877508451154412,NA
CA22o_2008,CA,22,CA22o,2008,34.7,50.8660015174198,60.5720812799873,6.32204381790885,30.1176733363303,12.3728075116351,50.5785416175594,27.235939673063,20.1473945989974,28718.10613,14.1595908294288,33290.52,61186.16,27895.64,82.32622112,69.5,48.804,12.215,30.117,11.2477548271217,"1",Kevin McCarthy,1,100.0,NA,0,0.0,1040021.89,709692.11,800432.95,470103.17,9381.27,485215.1,16757.31,501972.41,502889.09,392.0,1005253.5,0.0,0.0,0.0,34768.39,530866.56,10000.0,0.0,2000.0,166825.55,1003253.5,530866.56,48.26556198735394,48.35370243985923,40.560463595764794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,1040021.89,709692.11,800432.95,501972.41,502889.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,16.86050764,7.840144096686366,R,8,D,-2,0,0,NA,NA,NA,NA,0,38.07490513227367,47.095268675587306,-9.020363543313636,25.046943621264738,69.52139374558267,-44.47445012431793,1
CA22o_2010,CA,22,CA22o,2010,34.7,50.8660015174198,60.5720812799873,6.32204381790885,30.1176733363303,12.3728075116351,50.5785416175594,27.235939673063,20.1473945989974,28718.10613,14.1595908294288,33290.52,61186.16,27895.64,82.32622112,69.5,48.804,12.215,30.117,11.2477548271217,"1",Kevin McCarthy,1,98.76,NA,0,0.0,2093468.37,1736571.18,1158230.14,800432.95,9415.99,753385.0,35473.51,788858.51,1264827.72,372.5,2054058.73,1900.7,0.0,3165.4,34343.54,804846.62,0.0,0.0,7750.0,923974.56,2046308.73,801681.22,37.681892944004694,60.41780893971662,45.34081586703198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,2093468.37,1736571.18,1158230.14,788858.51,1264827.72,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.293682404,8.231296911727112,D,-2,D,-4,0,1,NA,NA,NA,NA,0,47.87847907878235,42.940864571055236,4.937614507727112,45.90464416311781,48.30774678528369,-2.403102622165882,1
CA23_2012,CA,23,CA23,2012,34,50.7249310563321,49.3576991709595,6.74282433487062,39.5641442504519,14.0722726522757,47.7459911565713,27.153842107109,19.6221898783011,26097,19.1704579834571,31416,60908,29492,83.98886617,68.7,47.613,12.843,29.234,8.37976667247083,"2",Kevin McCarthy,1,73.22,NA,0,0.0,4659697.08,3993705.62,1824221.6,1158230.14,0.0,1877445.19,48100.0,1925545.19,2422237.64,0.0,4347782.83,263000.0,0.0,27615.88,21298.37,2241560.84,0.0,0.0,41692.44,1710452.34,4306090.39,2213944.96,41.32339843001125,51.9827275982498,46.15185214944406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,4659697.08,3993705.62,1824221.6,1925545.19,2422237.64,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,18.1349199,16.25781688167703,D,-4,R,2,1,0,NA,NA,NA,NA,0,43.70986901745427,45.58697203577724,-1.8771030183229698,49.81547917153459,47.46680533638458,2.3486738351500094,1
CA23_2014,CA,23,CA23,2014,34,50.7249310563321,49.3576991709595,6.74282433487062,39.5641442504519,14.0722726522757,47.7459911565713,27.153842107109,19.6221898783011,26097,19.1704579834571,31416,60908,29492,83.98886617,68.7,47.613,12.843,29.234,8.37976667247083,"2",Kevin McCarthy,1,74.84,Raul Garcia,0,25.16,5958895.95,5935084.48,1854633.07,1824221.6,10000.0,1526291.55,11885.0,1538176.55,2866162.32,0.0,4404338.87,1519395.71,0.0,27856.72,7304.65,3400469.98,15070.0,0.0,68300.0,2451244.5,4336038.87,3372613.26,25.81311308179496,48.098881807124016,49.89990117210913,9345.0,8931.34,413.66,0.0,1279.66,1100.0,1445.0,2545.0,6800.0,0.0,9345.0,0.0,0.0,0.0,0.0,8581.34,0.0,0.0,0.0,350.0,9345.0,8581.34,27.23381487426431,72.76618512573569,48.868318273790045,99.84342120101569,99.84974232454181,99.9777008312885,99.834817654105,99.7633105052349,5949550.95,5926153.140000001,1854219.4100000001,1535631.55,2859362.32,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.76832998,17.144253667754487,D,-6,R,4,1,1,NA,NA,NA,NA,0,45.32914078550149,43.953217097747,1.3759236877544865,41.015093528810425,53.50975387132419,-12.494660342513768,1
CA23_2016,CA,23,CA23,2016,34,50.7249310563321,49.3576991709595,6.74282433487062,39.5641442504519,14.0722726522757,47.7459911565713,27.153842107109,19.6221898783011,26097,19.1704579834571,31416,60908,29492,83.98886617,68.7,47.613,12.843,29.234,8.37976667247083,"2",Kevin McCarthy,1,69.18,Wendy Reed,0,30.82,7824640.59,8161454.49,1517819.17,1854633.07,10000.0,1309557.9,34286.52,1343844.42,3279747.09,0.0,4623591.51,3134881.5,0.0,33263.87,32903.71,4525478.09,0.0,0.0,55800.0,3580176.4,4567791.51,4492214.22,17.174519449716986,41.9156260568896,51.05345895390483,40357.4,40357.4,0.0,0.0,0.0,8387.72,14214.21,22601.93,7500.0,3000.0,34989.9,0.0,4847.76,219.74,300.0,35208.25,0.0,4847.76,1.39,300.0,34988.51,34988.51,56.004425458528054,18.583952385436127,50.0,99.48687335901022,99.50794531085009,100.0,98.34593359629524,99.77184556576792,7784283.1899999995,8121097.09,1517819.17,1321242.49,3272247.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.76832998,14.491122542779994,D,-8,R,6,1,0,NA,NA,NA,NA,0,45.03020454385814,46.30741198107815,-1.2772074372200066,52.24266879869627,44.76620948716126,7.4764593115350095,1
CA23_2018,CA,23,CA23,2018,34,50.7249310563321,49.3576991709595,6.74282433487062,39.5641442504519,14.0722726522757,47.7459911565713,27.153842107109,19.6221898783011,26097,19.1704579834571,31416,60908,29492,83.98886617,68.7,47.613,12.843,29.234,8.37976667247083,"2",Kevin McCarthy,1,NA,Tatiana Matta,0,NA,6583490.15,3965736.11,4135573.21,1517819.17,10000.0,432436.4,5555.05,437991.45,2541400.0,0.0,2979391.45,3594651.59,0.0,1721.35,7725.76,2527561.11,0.0,0.0,10100.0,1428075.0,2969291.45,2525839.76,6.6528762103487,38.602624779502406,37.59267279190958,34974.57,28835.46,6103.13,0.0,0.0,19744.47,13811.74,33556.21,0.0,0.0,34974.57,0.0,0.0,0.0,0.0,28834.46,0.0,0.0,1.0,0.0,34973.57,28834.46,95.94459631669524,0.0,45.18954151878631,99.47156067940783,99.2781338500339,99.85264106851962,92.88381369552337,100.0,6548515.58,3936900.65,4129470.08,404435.24,2541400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.91425388,5.661854221825937,R,2,R,8,1,1,NA,NA,NA,NA,0,41.27666806954158,49.52906772771564,-8.252399658174063,43.78464103634852,52.66214948750293,-8.877508451154412,NA
CA23o_2008,CA,23,CA23o,2008,33,50.738913218739,46.9127789306075,2.26565672391026,46.4665858797725,25.3761620907537,45.7020737392554,19.384713316462,27.422151148649,25704.24221,15.7438088456365,30742.31,55379.47,24637.16,98.06223869,75.2,48.106,7.649,32.499,8.44841901751656,"2",Matt T. Kokkonen,0,31.93,Lois Capps,1,68.07,61179.1,61179.1,0.0,0.0,0.0,20267.25,10811.49,31078.74,4000.0,0.0,35078.74,0.0,26100.0,0.0,0.36,30726.65,0.0,26100.0,0.0,4352.45,35078.74,30726.65,50.79960313244229,6.538180522433315,50.0,1054980.51,957700.82,356528.62,259248.93,0.0,422909.59,137073.43,559983.02,489140.86,0.0,1049123.88,0.0,0.0,3885.25,1971.38,618051.82,0.0,0.0,850.0,338799.0,1048273.88,614166.57,53.07993983699282,46.36491910168085,47.58333103830202,5.4812142861897675,6.004544676864374,0.0,5.258120572713079,0.8111272710194812,-993801.41,-896521.72,-356528.62,-528904.28,-485140.86,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-8.819764465,-17.840128008313634,R,8,D,-2,0,0,NA,NA,NA,NA,0,38.07490513227367,47.095268675587306,-9.020363543313636,25.046943621264738,69.52139374558267,-44.47445012431793,0
CA23o_2010,CA,23,CA23o,2010,33,50.738913218739,46.9127789306075,2.26565672391026,46.4665858797725,25.3761620907537,45.7020737392554,19.384713316462,27.422151148649,25704.24221,15.7438088456365,30742.31,55379.47,24637.16,98.06223869,75.2,48.106,7.649,32.499,8.44841901751656,"2",Tom Watson,0,37.6,Lois Capps,1,57.77,611864.23,607298.83,4565.4,0.0,0.0,539428.75,51674.1,591102.85,9900.0,1000.0,602027.85,0.0,0.0,9836.15,0.23,599748.83,0.0,0.0,7550.0,0.0,594477.85,589912.68,96.60686489223271,1.618006007639963,49.81276499634101,955564.7,991078.62,321009.75,356528.62,0.0,392873.51,126619.75,519493.26,417755.8,0.0,937249.06,0.0,0.0,9081.73,9233.91,720954.51,0.0,0.0,150.0,269974.11,937099.06,711872.78,54.36505346001166,43.71821185943767,50.912183542694414,39.03617052672366,37.99470706997274,1.402256898292145,53.2239258428521,2.3149458045465536,-343700.47,-383779.79000000004,-316444.35,71609.58999999997,-407855.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,12.60121457,17.53882907772711,D,-2,D,-4,0,1,NA,NA,NA,NA,0,47.87847907878235,42.940864571055236,4.937614507727112,45.90464416311781,48.30774678528369,-2.403102622165882,0
CA24_2012,CA,24,CA24,2012,36.1,50.3773252189319,57.6868092037811,2.07076410328983,36.7709365225604,18.2144984525153,46.1839088099432,18.5215493726132,33.033711757116,26738,15.1282600991429,30480,52343,21863,88.83224401,73.5,50.004,7.553,33.956,7.41483735685465,"2",Abel Maldonado,0,44.9,Lois Capps,1,55.1,2702469.8,2669430.05,33389.75,0.0,26760.97,1460701.86,51329.08,1512030.94,388310.34,5000.0,1905441.28,19829.69,765000.0,2872.67,9326.16,1879116.29,0.0,765000.0,11520.0,13793.76,1893921.28,1876243.62,55.94996621238839,14.368720790145373,49.69247611717854,3320070.72,3286649.92,354430.55,321009.75,0.0,1697421.87,419388.35,2116810.22,1132703.11,9165.18,3258678.51,1925.0,0.0,9954.44,49512.77,3265387.84,0.0,0.0,7160.13,14101.95,3251518.38,3255433.4,63.757985853988075,34.11683682448788,49.74706967479708,44.87258808845673,44.818573011873106,8.609593154355252,41.66704667778845,25.529711127801,-617600.9200000004,-617219.8700000001,-321040.8,-604779.2800000003,-744392.77,0.0,0.0,0.0,208845.59000000003,1,0.0,791510.1300000001,0.0,0.0,1,0.0,0.0,0.0,151064.84,1,0.0,512380.1,0.0,0.0,1,-3.229305243,-5.10640826132297,D,-4,R,2,1,0,NA,NA,NA,NA,0,43.70986901745427,45.58697203577724,-1.8771030183229698,49.81547917153459,47.46680533638458,2.3486738351500094,0
CA24_2014,CA,24,CA24,2014,36.1,50.3773252189319,57.6868092037811,2.07076410328983,36.7709365225604,18.2144984525153,46.1839088099432,18.5215493726132,33.033711757116,26738,15.1282600991429,30480,52343,21863,88.83224401,73.5,50.004,7.553,33.956,7.41483735685465,"2",Chris Mitchum,0,48.07,Lois Capps,1,51.93,494078.69,490474.37,5950.82,2346.5,309310.15,195975.64,55947.85,251923.49,12570.0,3337.2,267830.69,0.0,224000.0,1500.0,748.0,468844.77,0.0,12800.0,7350.0,1479.6,260480.69,467344.77,50.988535854480986,2.544129154811352,49.8169565386349,2282305.02,2493169.87,143565.7,354430.55,0.0,1004947.18,221458.12,1226405.3,1008160.0,9884.19,2244449.49,0.0,0.0,28348.22,9507.31,2462023.15,0.0,0.0,5525.87,25620.85,2238923.62,2433674.93,53.73538108416377,44.172886234110806,52.20778932836143,17.795763900372403,16.438768517522718,3.9800418040762313,17.04110017366299,1.2314715938592968,-1788226.33,-2002695.5,-137614.88,-974481.81,-995590.0,0.0,0.0,0.0,170384.07,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-3.875440073,-2.4995163852455136,D,-6,R,4,1,1,NA,NA,NA,NA,0,45.32914078550149,43.953217097747,1.3759236877544865,41.015093528810425,53.50975387132419,-12.494660342513768,0
CA24_2016,CA,24,CA24,2016,36.1,50.3773252189319,57.6868092037811,2.07076410328983,36.7709365225604,18.2144984525153,46.1839088099432,18.5215493726132,33.033711757116,26738,15.1282600991429,30480,52343,21863,88.83224401,73.5,50.004,7.553,33.956,7.41483735685465,"2",Justin Donald Fareed,0,46.58,Salud Carbajal,0,53.42,2353070.71,2295813.98,57256.73,0.0,4066.81,2042669.77,53707.21,2096376.98,231850.0,10000.0,2338966.24,0.0,0.0,14104.47,0.0,2270615.01,0.0,0.0,21360.0,3838.97,2317606.24,2256510.54,89.09111702809814,9.853082570561595,49.384188533185586,3172597.42,3120305.56,52291.86,0.0,0.0,2333488.48,160594.12,2494082.6,623624.48,5000.0,3122707.08,0.0,0.0,47636.05,2254.29,3079316.56,0.0,0.0,30901.0,10088.0,3091806.08,3031680.51,78.61327076285652,19.656590403455603,49.58451719209565,42.58436544939589,42.38853967392308,52.266058376470205,45.66812850577371,27.101918925740488,-819526.71,-824491.5800000001,4964.870000000003,-397705.6200000001,-391774.48,454884.42,0.0,0.0,239968.49,1,0.0,1329430.64,0.0,0.0,1,359124.16000000003,0.0,0.0,497491.13,1,0.0,0.0,0.0,0.0,0,-3.875440073,-5.152647510220007,D,-8,R,6,1,0,NA,NA,NA,NA,0,45.03020454385814,46.30741198107815,-1.2772074372200066,52.24266879869627,44.76620948716126,7.4764593115350095,0
CA24_2018,CA,24,CA24,2018,36.1,50.3773252189319,57.6868092037811,2.07076410328983,36.7709365225604,18.2144984525153,46.1839088099432,18.5215493726132,33.033711757116,26738,15.1282600991429,30480,52343,21863,88.83224401,73.5,50.004,7.553,33.956,7.41483735685465,"2",Justin Fareed,0,NA,Salud Carbajal,1,NA,763813.38,575137.09,245933.02,57256.73,111937.77,686846.5,17876.71,704723.21,53500.0,0.0,758223.21,0.0,0.0,5590.17,0.0,571039.67,0.0,0.0,2970.0,1127.42,755253.21,565449.5,92.2637948552302,7.004328727522421,42.95432152916007,2223453.59,711479.52,1564265.93,52291.86,0.0,1474402.4,105226.58,1579628.98,625334.41,2216.67,2207180.06,11068.55,0.0,5204.98,0.0,698631.56,0.0,0.0,5672.96,7175.0,2201507.1,693426.58,71.04393755302084,28.12446424843075,24.24176270238745,25.56896948517461,44.70151290834028,13.585966338119906,30.850024487686373,7.881156171797478,-1459640.21,-136342.43000000005,-1318332.91,-874905.77,-571834.41,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-6.635644912,-14.888044570174063,R,2,R,8,1,1,NA,NA,NA,NA,0,41.27666806954158,49.52906772771564,-8.252399658174063,43.78464103634852,52.66214948750293,-8.877508451154412,NA
CA24o_2008,CA,24,CA24o,2008,38.7,49.7799859568745,66.0418343606312,1.57867295069443,27.3011812480999,17.0132008425875,55.7714468568991,20.5312187627263,33.9012346821665,37554.36016,6.86825221153325,38380.2,67930.88,29550.68,94.22270485,78.9,45.518,8.059,29.719,9.93356552095398,"6",Elton Gallegly,1,58.15,Marta Ann Jorgensen,0,41.85,743204.74,737064.3,778746.28,772605.84,0.0,405147.16,105377.98,510525.14,177519.86,0.0,688045.0,0.0,0.0,61.78,55097.96,696044.5,0.0,0.0,450.0,40569.8,687595.0,695982.72,68.69239558402171,23.885727639465806,49.79259040640342,12655.0,11927.0,28.0,2000.0,2270.0,2900.0,6880.0,6697.0,800.0,0.0,12655.0,0.0,0.0,0.0,0.0,11927.0,0.0,0.0,0.0,0.0,8147.0,11927.0,52.91979454760964,6.321612011062822,48.5192417215849,98.32574757851238,98.4075916502635,99.99640460647981,98.70519850523026,99.55136797438043,730549.74,725137.3,778718.28,503828.14,176719.86,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.636017848,-3.3843456953136357,R,8,D,-2,0,0,NA,NA,NA,NA,0,38.07490513227367,47.095268675587306,-9.020363543313636,25.046943621264738,69.52139374558267,-44.47445012431793,1
CA24o_2010,CA,24,CA24o,2010,38.7,49.7799859568745,66.0418343606312,1.57867295069443,27.3011812480999,17.0132008425875,55.7714468568991,20.5312187627263,33.9012346821665,37554.36016,6.86825221153325,38380.2,67930.88,29550.68,94.22270485,78.9,45.518,8.059,29.719,9.93356552095398,"6",Elton Gallegly,1,59.94,Timothy J. Allison,0,40.06,783256.55,811193.84,750808.99,778746.28,0.0,501274.0,101581.8,602855.8,152034.12,0.0,754889.92,0.0,0.0,20694.64,7671.99,703595.03,0.0,0.0,0.0,107598.81,754889.92,682900.39,76.96785938145044,19.410513707162742,50.87607899797998,183711.03,180025.88,6085.15,0.0,17462.03,116442.79,35740.0,152182.79,22099.0,0.0,174281.79,0.0,8581.36,813.54,34.34,179950.65,0.0,0.0,0.0,75.23,174281.79,179137.11,82.83813443319109,12.029217842826313,49.49343194233436,81.0013247807129,81.8379440635019,99.19603684605089,79.84436927919141,87.30913452880186,599545.52,631167.96,744723.84,450673.01,129935.12,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,18.1349199,23.07253440772711,D,-2,D,-4,0,1,NA,NA,NA,NA,0,47.87847907878235,42.940864571055236,4.937614507727112,45.90464416311781,48.30774678528369,-2.403102622165882,1
CA25_2012,CA,25,CA25,2012,36.1,49.7750531954541,45.657871096969,8.1780831884398,39.7175578299675,20.9219514047397,49.6716346565452,22.6185666608115,27.3318109959599,31605,13.8312171127888,33083,63610,30527,93.04945278,72.7,51.732,8.398,34.787,6.23266404077056,"4",Howard P. Buck McKeon,1,54.78,Lee C. Rogers,0,45.22,1980066.12,1756319.01,516625.28,292878.17,0.0,1053721.9,37633.29,1091355.19,806100.0,0.0,1897455.19,56906.67,0.0,13611.93,12092.33,1573719.01,0.0,0.0,3400.0,179200.0,1894055.19,1560107.08,55.11710841252109,40.71076171941167,47.005834486874754,374126.89,360091.19,31601.06,0.0,41294.23,250888.65,61083.47,311972.12,42452.9,0.0,354460.82,0.0,13500.0,0.0,6166.07,348409.66,0.0,0.0,0.0,11681.53,354460.82,348409.66,83.3867140637766,11.347192926977263,49.044173632989256,84.10806215077497,82.98575625840397,94.23576400944178,77.76911218238887,94.9970237565625,1605939.23,1396227.82,485024.22000000003,779383.07,763647.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.635306606,3.7582035876770306,D,-4,R,2,1,0,NA,NA,NA,NA,0,43.70986901745427,45.58697203577724,-1.8771030183229698,49.81547917153459,47.46680533638458,2.3486738351500094,1
CA25_2014,CA,25,CA25,2014,36.1,49.7750531954541,45.657871096969,8.1780831884398,39.7175578299675,20.9219514047397,49.6716346565452,22.6185666608115,27.3318109959599,31605,13.8312171127888,33083,63610,30527,93.04945278,72.7,51.732,8.398,34.787,6.23266404077056,"4",Steve Knight,0,100.0,NA,0,0.0,415460.24,410834.53,4625.71,0.0,50691.96,351179.53,31408.5,382588.03,26650.0,2600.0,413060.03,0.0,0.0,1961.51,438.7,409604.53,0.0,0.0,1230.0,0.0,411830.03,407643.02,92.08776031131163,6.414572908348583,49.72009323016773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,415460.24,410834.53,4625.71,382588.03,26650.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.050052158,4.425975845754486,D,-6,R,4,1,1,NA,NA,NA,NA,0,45.32914078550149,43.953217097747,1.3759236877544865,41.015093528810425,53.50975387132419,-12.494660342513768,1
